Trial ID,Cancer Type,Trial Name,Location,Contact Info,Status
CHO95001,Chondrosarcoma,Chondro Trial #2,"Bismarck, North Dakota",chondro@trials.org / (800) 555-95001,Recruiting
CHO95002,Chondrosarcoma,Chondro Trial #3,"Cedar City, Utah",chondro@trials.org / (800) 555-95002,Recruiting
CHO95003,Chondrosarcoma,Chondro Trial #4,"Danville, Virginia",chondro@trials.org / (800) 555-95003,Recruiting
CHO95004,Chondrosarcoma,Chondro Trial #5,"Elmira, New York",chondro@trials.org / (800) 555-95004,Recruiting
CHO95005,Chondrosarcoma,Chondro Trial #6,"Fort Wayne, Indiana",chondro@trials.org / (800) 555-95005,Recruiting
CHO95006,Chondrosarcoma,Chondro Trial #7,"Gainesville, Florida",chondro@trials.org / (800) 555-95006,Recruiting
CHO95007,Chondrosarcoma,Chondro Trial #8,"Hammond, Louisiana",chondro@trials.org / (800) 555-95007,Recruiting
CHO95008,Chondrosarcoma,Chondro Trial #9,"Independence, Missouri",chondro@trials.org / (800) 555-95008,Recruiting
CHO95009,Chondrosarcoma,Chondro Trial #10,"Jackson, Mississippi",chondro@trials.org / (800) 555-95009,Recruiting
CHO95010,Chondrosarcoma,Chondro Trial #11,"Kalamazoo, Michigan",chondro@trials.org / (800) 555-95010,Recruiting
CHO95011,Chondrosarcoma,Chondro Trial #12,"Lancaster, Pennsylvania",chondro@trials.org / (800) 555-95011,Recruiting
CHO95012,Chondrosarcoma,Chondro Trial #13,"Madison, Wisconsin",chondro@trials.org / (800) 555-95012,Recruiting
CHO95013,Chondrosarcoma,Chondro Trial #14,"Newark, Ohio",chondro@trials.org / (800) 555-95013,Recruiting
CHO95014,Chondrosarcoma,Chondro Trial #15,"Ogden, Utah",chondro@trials.org / (800) 555-95014,Recruiting
CHO95015,Chondrosarcoma,Chondro Trial #16,"Peoria, Illinois",chondro@trials.org / (800) 555-95015,Recruiting
CHO95016,Chondrosarcoma,Chondro Trial #17,"Rapid City, South Dakota",chondro@trials.org / (800) 555-95016,Recruiting
CHO95017,Chondrosarcoma,Chondro Trial #18,"Spokane, Washington",chondro@trials.org / (800) 555-95017,Recruiting
CHO95018,Chondrosarcoma,Chondro Trial #19,"Tuscaloosa, Alabama",chondro@trials.org / (800) 555-95018,Recruiting
CHO95019,Chondrosarcoma,Chondro Trial #20,"Valparaiso, Indiana",chondro@trials.org / (800) 555-95019,Recruiting
FIB96000,Fibrosarcoma,Fibro Trial #1,"Athens, Georgia",fibro@trials.org / (800) 555-96000,Recruiting
FIB96001,Fibrosarcoma,Fibro Trial #2,"Bakersfield, California",fibro@trials.org / (800) 555-96001,Recruiting
FIB96002,Fibrosarcoma,Fibro Trial #3,"Cape Girardeau, Missouri",fibro@trials.org / (800) 555-96002,Recruiting
FIB96003,Fibrosarcoma,Fibro Trial #4,"Durango, Colorado",fibro@trials.org / (800) 555-96003,Recruiting
FIB96004,Fibrosarcoma,Fibro Trial #5,"El Centro, California",fibro@trials.org / (800) 555-96004,Recruiting
FIB96005,Fibrosarcoma,Fibro Trial #6,"Fargo, North Dakota",fibro@trials.org / (800) 555-96005,Recruiting
FIB96006,Fibrosarcoma,Fibro Trial #7,"Greenville, North Carolina",fibro@trials.org / (800) 555-96006,Recruiting
FIB96007,Fibrosarcoma,Fibro Trial #8,"Hattiesburg, Mississippi",fibro@trials.org / (800) 555-96007,Recruiting
FIB96008,Fibrosarcoma,Fibro Trial #9,"Idaho Falls, Idaho",fibro@trials.org / (800) 555-96008,Recruiting
FIB96009,Fibrosarcoma,Fibro Trial #10,"Jackson, Michigan",fibro@trials.org / (800) 555-96009,Recruiting
FIB96010,Fibrosarcoma,Fibro Trial #11,"Kearney, Nebraska",fibro@trials.org / (800) 555-96010,Recruiting
FIB96011,Fibrosarcoma,Fibro Trial #12,"Lancaster, Pennsylvania",fibro@trials.org / (800) 555-96011,Recruiting
FIB96012,Fibrosarcoma,Fibro Trial #13,"Meridian, Mississippi",fibro@trials.org / (800) 555-96012,Recruiting
FIB96013,Fibrosarcoma,Fibro Trial #14,"Nampa, Idaho",fibro@trials.org / (800) 555-96013,Recruiting
FIB96014,Fibrosarcoma,Fibro Trial #15,"Ocala, Florida",fibro@trials.org / (800) 555-96014,Recruiting
FIB96015,Fibrosarcoma,Fibro Trial #16,"Prescott, Arizona",fibro@trials.org / (800) 555-96015,Recruiting
FIB96016,Fibrosarcoma,Fibro Trial #17,"Quincy, Illinois",fibro@trials.org / (800) 555-96016,Recruiting
FIB96017,Fibrosarcoma,Fibro Trial #18,"Richmond, Indiana",fibro@trials.org / (800) 555-96017,Recruiting
FIB96018,Fibrosarcoma,Fibro Trial #19,"Sierra Vista, Arizona",fibro@trials.org / (800) 555-96018,Recruiting
FIB96019,Fibrosarcoma,Fibro Trial #20,"Twin Falls, Idaho",fibro@trials.org / (800) 555-96019,Recruiting
LIP97000,Liposarcoma,Lipo Trial #1,"Augusta, Maine",lipo@trials.org / (800) 555-97000,Recruiting
LIP97001,Liposarcoma,Lipo Trial #2,"Brownsville, Texas",lipo@trials.org / (800) 555-97001,Recruiting
LIP97002,Liposarcoma,Lipo Trial #3,"Champaign, Illinois",lipo@trials.org / (800) 555-97002,Recruiting
LIP97003,Liposarcoma,Lipo Trial #4,"Del Rio, Texas",lipo@trials.org / (800) 555-97003,Recruiting
LIP97004,Liposarcoma,Lipo Trial #5,"Easton, Pennsylvania",lipo@trials.org / (800) 555-97004,Recruiting
LIP97005,Liposarcoma,Lipo Trial #6,"Fairbanks, Alaska",lipo@trials.org / (800) 555-97005,Recruiting
LIP97006,Liposarcoma,Lipo Trial #7,"Gulfport, Mississippi",lipo@trials.org / (800) 555-97006,Recruiting
LIP97007,Liposarcoma,Lipo Trial #8,"Hilo, Hawaii",lipo@trials.org / (800) 555-97007,Recruiting
LIP97008,Liposarcoma,Lipo Trial #9,"Jackson, Wyoming",lipo@trials.org / (800) 555-97008,Recruiting
LIP97009,Liposarcoma,Lipo Trial #10,"Keene, New Hampshire",lipo@trials.org / (800) 555-97009,Recruiting
LIP97010,Liposarcoma,Lipo Trial #11,"Lubbock, Texas",lipo@trials.org / (800) 555-97010,Recruiting
LIP97011,Liposarcoma,Lipo Trial #12,"Morgantown, West Virginia",lipo@trials.org / (800) 555-97011,Recruiting
LIP97012,Liposarcoma,Lipo Trial #13,"Newark, New Jersey",lipo@trials.org / (800) 555-97012,Recruiting
LIP97013,Liposarcoma,Lipo Trial #14,"Orem, Utah",lipo@trials.org / (800) 555-97013,Recruiting
LIP97014,Liposarcoma,Lipo Trial #15,"Portland, Maine",lipo@trials.org / (800) 555-97014,Recruiting
LIP97015,Liposarcoma,Lipo Trial #16,"Quincy, Massachusetts",lipo@trials.org / (800) 555-97015,Recruiting
LIP97016,Liposarcoma,Lipo Trial #17,"Rome, Georgia",lipo@trials.org / (800) 555-97016,Recruiting
LIP97017,Liposarcoma,Lipo Trial #18,"Sarasota, Florida",lipo@trials.org / (800) 555-97017,Recruiting
LIP97018,Liposarcoma,Lipo Trial #19,"Tuscaloosa, Alabama",lipo@trials.org / (800) 555-97018,Recruiting
LIP97019,Liposarcoma,Lipo Trial #20,"Vero Beach, Florida",lipo@trials.org / (800) 555-97019,Recruiting
RMS98000,Rhabdomyosarcoma,RMS Trial #1,"Appleton, Wisconsin",rms@trials.org / (800) 555-98000,Recruiting
RMS98001,Rhabdomyosarcoma,RMS Trial #2,"Bismarck, North Dakota",rms@trials.org / (800) 555-98001,Recruiting
RMS98002,Rhabdomyosarcoma,RMS Trial #3,"Casper, Wyoming",rms@trials.org / (800) 555-98002,Recruiting
RMS98003,Rhabdomyosarcoma,RMS Trial #4,"Dover, Delaware",rms@trials.org / (800) 555-98003,Recruiting
RMS98004,Rhabdomyosarcoma,RMS Trial #5,"Evansville, Indiana",rms@trials.org / (800) 555-98004,Recruiting
RMS98005,Rhabdomyosarcoma,RMS Trial #6,"Fort Wayne, Indiana",rms@trials.org / (800) 555-98005,Recruiting
RMS98006,Rhabdomyosarcoma,RMS Trial #7,"Green Bay, Wisconsin",rms@trials.org / (800) 555-98006,Recruiting
RMS98007,Rhabdomyosarcoma,RMS Trial #8,"Hattiesburg, Mississippi",rms@trials.org / (800) 555-98007,Recruiting
RMS98008,Rhabdomyosarcoma,RMS Trial #9,"Irving, Texas",rms@trials.org / (800) 555-98008,Recruiting
RMS98009,Rhabdomyosarcoma,RMS Trial #10,"Jackson, Tennessee",rms@trials.org / (800) 555-98009,Recruiting
RMS98010,Rhabdomyosarcoma,RMS Trial #11,"Kalamazoo, Michigan",rms@trials.org / (800) 555-98010,Recruiting
RMS98011,Rhabdomyosarcoma,RMS Trial #12,"Lancaster, Pennsylvania",rms@trials.org / (800) 555-98011,Recruiting
RMS98012,Rhabdomyosarcoma,RMS Trial #13,"Medford, Oregon",rms@trials.org / (800) 555-98012,Recruiting
RMS98013,Rhabdomyosarcoma,RMS Trial #14,"Nashua, New Hampshire",rms@trials.org / (800) 555-98013,Recruiting
RMS98014,Rhabdomyosarcoma,RMS Trial #15,"Oxnard, California",rms@trials.org / (800) 555-98014,Recruiting
RMS98015,Rhabdomyosarcoma,RMS Trial #16,"Peoria, Illinois",rms@trials.org / (800) 555-98015,Recruiting
RMS98016,Rhabdomyosarcoma,RMS Trial #17,"Quincy, Illinois",rms@trials.org / (800) 555-98016,Recruiting
RMS98017,Rhabdomyosarcoma,RMS Trial #18,"Rockford, Illinois",rms@trials.org / (800) 555-98017,Recruiting
RMS98018,Rhabdomyosarcoma,RMS Trial #19,"Spokane, Washington",rms@trials.org / (800) 555-98018,Recruiting
RMS98019,Rhabdomyosarcoma,RMS Trial #20,"Visalia, California",rms@trials.org / (800) 555-98019,Recruiting
CAR001,Carcinoid Tumor,Carcinoid Trial #1,"Albany, New York",carcinoid@trials.org / (800) 555-0001,Recruiting
CAR002,Carcinoid Tumor,Carcinoid Trial #2,"Bakersfield, California",carcinoid@trials.org / (800) 555-0002,Recruiting
CAR003,Carcinoid Tumor,Carcinoid Trial #3,"Cedar Rapids, Iowa",carcinoid@trials.org / (800) 555-0003,Recruiting
CAR004,Carcinoid Tumor,Carcinoid Trial #4,"Des Moines, Iowa",carcinoid@trials.org / (800) 555-0004,Recruiting
CAR005,Carcinoid Tumor,Carcinoid Trial #5,"El Paso, Texas",carcinoid@trials.org / (800) 555-0005,Recruiting
CAR006,Carcinoid Tumor,Carcinoid Trial #6,"Flint, Michigan",carcinoid@trials.org / (800) 555-0006,Recruiting
CAR007,Carcinoid Tumor,Carcinoid Trial #7,"Green Bay, Wisconsin",carcinoid@trials.org / (800) 555-0007,Recruiting
CAR008,Carcinoid Tumor,Carcinoid Trial #8,"Huntsville, Alabama",carcinoid@trials.org / (800) 555-0008,Recruiting
CAR009,Carcinoid Tumor,Carcinoid Trial #9,"Idaho Falls, Idaho",carcinoid@trials.org / (800) 555-0009,Recruiting
CAR010,Carcinoid Tumor,Carcinoid Trial #10,"Jackson, Mississippi",carcinoid@trials.org / (800) 555-0010,Recruiting
CAR011,Carcinoid Tumor,Carcinoid Trial #11,"Keene, New Hampshire",carcinoid@trials.org / (800) 555-0011,Recruiting
CAR012,Carcinoid Tumor,Carcinoid Trial #12,"Laredo, Texas",carcinoid@trials.org / (800) 555-0012,Recruiting
CAR013,Carcinoid Tumor,Carcinoid Trial #13,"Mobile, Alabama",carcinoid@trials.org / (800) 555-0013,Recruiting
CAR014,Carcinoid Tumor,Carcinoid Trial #14,"Newark, Ohio",carcinoid@trials.org / (800) 555-0014,Recruiting
CAR015,Carcinoid Tumor,Carcinoid Trial #15,"Ogden, Utah",carcinoid@trials.org / (800) 555-0015,Recruiting
CAR016,Carcinoid Tumor,Carcinoid Trial #16,"Peoria, Illinois",carcinoid@trials.org / (800) 555-0016,Recruiting
CAR017,Carcinoid Tumor,Carcinoid Trial #17,"Quincy, Illinois",carcinoid@trials.org / (800) 555-0017,Recruiting
CAR018,Carcinoid Tumor,Carcinoid Trial #18,"Reno, Nevada",carcinoid@trials.org / (800) 555-0018,Recruiting
CAR019,Carcinoid Tumor,Carcinoid Trial #19,"Saginaw, Michigan",carcinoid@trials.org / (800) 555-0019,Recruiting
CAR020,Carcinoid Tumor,Carcinoid Trial #20,"Tulsa, Oklahoma",carcinoid@trials.org / (800) 555-0020,Recruiting
Trial ID,Cancer Type,Trial Name,Location,Contact Info,Status
INS101,Insulinoma,Insulinoma Trial #1,"Fort Collins, Colorado",insulinoma@trials.org / (800) 555-0101,Recruiting
INS102,Insulinoma,Insulinoma Trial #2,"Gainesville, Florida",insulinoma@trials.org / (800) 555-0102,Recruiting
INS103,Insulinoma,Insulinoma Trial #3,"Harrisburg, Pennsylvania",insulinoma@trials.org / (800) 555-0103,Recruiting
INS104,Insulinoma,Insulinoma Trial #4,"Jackson, Mississippi",insulinoma@trials.org / (800) 555-0104,Recruiting
INS105,Insulinoma,Insulinoma Trial #5,"Knoxville, Tennessee",insulinoma@trials.org / (800) 555-0105,Recruiting
INS106,Insulinoma,Insulinoma Trial #6,"Lansing, Michigan",insulinoma@trials.org / (800) 555-0106,Recruiting
INS107,Insulinoma,Insulinoma Trial #7,"Madison, Wisconsin",insulinoma@trials.org / (800) 555-0107,Recruiting
INS108,Insulinoma,Insulinoma Trial #8,"Nampa, Idaho",insulinoma@trials.org / (800) 555-0108,Recruiting
INS109,Insulinoma,Insulinoma Trial #9,"Omaha, Nebraska",insulinoma@trials.org / (800) 555-0109,Recruiting
INS110,Insulinoma,Insulinoma Trial #10,"Providence, Rhode Island",insulinoma@trials.org / (800) 555-0110,Recruiting
INS111,Insulinoma,Insulinoma Trial #11,"Quincy, Massachusetts",insulinoma@trials.org / (800) 555-0111,Recruiting
INS112,Insulinoma,Insulinoma Trial #12,"Raleigh, North Carolina",insulinoma@trials.org / (800) 555-0112,Recruiting
INS113,Insulinoma,Insulinoma Trial #13,"Salem, Oregon",insulinoma@trials.org / (800) 555-0113,Recruiting
INS114,Insulinoma,Insulinoma Trial #14,"Tampa, Florida",insulinoma@trials.org / (800) 555-0114,Recruiting
INS115,Insulinoma,Insulinoma Trial #15,"Urbana, Illinois",insulinoma@trials.org / (800) 555-0115,Recruiting
INS116,Insulinoma,Insulinoma Trial #16,"Valdosta, Georgia",insulinoma@trials.org / (800) 555-0116,Recruiting
INS117,Insulinoma,Insulinoma Trial #17,"Waco, Texas",insulinoma@trials.org / (800) 555-0117,Recruiting
INS118,Insulinoma,Insulinoma Trial #18,"Xenia, Ohio",insulinoma@trials.org / (800) 555-0118,Recruiting
INS119,Insulinoma,Insulinoma Trial #19,"Youngstown, Ohio",insulinoma@trials.org / (800) 555-0119,Recruiting
INS120,Insulinoma,Insulinoma Trial #20,"Zanesville, Ohio",insulinoma@trials.org / (800) 555-0120,Recruiting
VIP001,VIPoma,VIPoma Trial #1,"Akron, Ohio",vipoma@trials.org / (800) 555-0201,Recruiting
VIP002,VIPoma,VIPoma Trial #2,"Boise, Idaho",vipoma@trials.org / (800) 555-0202,Recruiting
VIP003,VIPoma,VIPoma Trial #3,"Chattanooga, Tennessee",vipoma@trials.org / (800) 555-0203,Recruiting
VIP004,VIPoma,VIPoma Trial #4,"Duluth, Minnesota",vipoma@trials.org / (800) 555-0204,Recruiting
VIP005,VIPoma,VIPoma Trial #5,"Eugene, Oregon",vipoma@trials.org / (800) 555-0205,Recruiting
VIP006,VIPoma,VIPoma Trial #6,"Fargo, North Dakota",vipoma@trials.org / (800) 555-0206,Recruiting
VIP007,VIPoma,VIPoma Trial #7,"Gilbert, Arizona",vipoma@trials.org / (800) 555-0207,Recruiting
VIP008,VIPoma,VIPoma Trial #8,"Hilo, Hawaii",vipoma@trials.org / (800) 555-0208,Recruiting
VIP009,VIPoma,VIPoma Trial #9,"Independence, Missouri",vipoma@trials.org / (800) 555-0209,Recruiting
VIP010,VIPoma,VIPoma Trial #10,"Joplin, Missouri",vipoma@trials.org / (800) 555-0210,Recruiting
VIP011,VIPoma,VIPoma Trial #11,"Killeen, Texas",vipoma@trials.org / (800) 555-0211,Recruiting
VIP012,VIPoma,VIPoma Trial #12,"Lincoln, Nebraska",vipoma@trials.org / (800) 555-0212,Recruiting
VIP013,VIPoma,VIPoma Trial #13,"Medford, Oregon",vipoma@trials.org / (800) 555-0213,Recruiting
VIP014,VIPoma,VIPoma Trial #14,"Norman, Oklahoma",vipoma@trials.org / (800) 555-0214,Recruiting
VIP015,VIPoma,VIPoma Trial #15,"Olympia, Washington",vipoma@trials.org / (800) 555-0215,Recruiting
VIP016,VIPoma,VIPoma Trial #16,"Prescott, Arizona",vipoma@trials.org / (800) 555-0216,Recruiting
VIP017,VIPoma,VIPoma Trial #17,"Roanoke, Virginia",vipoma@trials.org / (800) 555-0217,Recruiting
VIP018,VIPoma,VIPoma Trial #18,"Spokane, Washington",vipoma@trials.org / (800) 555-0218,Recruiting
VIP019,VIPoma,VIPoma Trial #19,"Toledo, Ohio",vipoma@trials.org / (800) 555-0219,Recruiting
VIP020,VIPoma,VIPoma Trial #20,"Utica, New York",vipoma@trials.org / (800) 555-0220,Recruiting
GLU001,Glucagonoma,Glucagonoma Trial #1,"Ames, Iowa",glucagonoma@trials.org / (800) 555-0401,Recruiting
GLU002,Glucagonoma,Glucagonoma Trial #2,"Bismarck, North Dakota",glucagonoma@trials.org / (800) 555-0402,Recruiting
GLU003,Glucagonoma,Glucagonoma Trial #3,"Concord, New Hampshire",glucagonoma@trials.org / (800) 555-0403,Recruiting
GLU004,Glucagonoma,Glucagonoma Trial #4,"Dover, Delaware",glucagonoma@trials.org / (800) 555-0404,Recruiting
GLU005,Glucagonoma,Glucagonoma Trial #5,"Evanston, Illinois",glucagonoma@trials.org / (800) 555-0405,Recruiting
GLU006,Glucagonoma,Glucagonoma Trial #6,"Frederick, Maryland",glucagonoma@trials.org / (800) 555-0406,Recruiting
GLU007,Glucagonoma,Glucagonoma Trial #7,"Grand Forks, North Dakota",glucagonoma@trials.org / (800) 555-0407,Recruiting
GLU008,Glucagonoma,Glucagonoma Trial #8,"Henderson, Nevada",glucagonoma@trials.org / (800) 555-0408,Recruiting
GLU009,Glucagonoma,Glucagonoma Trial #9,"Inglewood, California",glucagonoma@trials.org / (800) 555-0409,Recruiting
GLU010,Glucagonoma,Glucagonoma Trial #10,"Jacksonville, North Carolina",glucagonoma@trials.org / (800) 555-0410,Recruiting
GLU011,Glucagonoma,Glucagonoma Trial #11,"Kalamazoo, Michigan",glucagonoma@trials.org / (800) 555-0411,Recruiting
GLU012,Glucagonoma,Glucagonoma Trial #12,"Lake Charles, Louisiana",glucagonoma@trials.org / (800) 555-0412,Recruiting
GLU013,Glucagonoma,Glucagonoma Trial #13,"Manchester, New Hampshire",glucagonoma@trials.org / (800) 555-0413,Recruiting
GLU014,Glucagonoma,Glucagonoma Trial #14,"Norfolk, Virginia",glucagonoma@trials.org / (800) 555-0414,Recruiting
GLU015,Glucagonoma,Glucagonoma Trial #15,"Ocala, Florida",glucagonoma@trials.org / (800) 555-0415,Recruiting
GLU016,Glucagonoma,Glucagonoma Trial #16,"Pasadena, Texas",glucagonoma@trials.org / (800) 555-0416,Recruiting
GLU017,Glucagonoma,Glucagonoma Trial #17,"Rochester, Minnesota",glucagonoma@trials.org / (800) 555-0417,Recruiting
GLU018,Glucagonoma,Glucagonoma Trial #18,"Spartanburg, South Carolina",glucagonoma@trials.org / (800) 555-0418,Recruiting
GLU019,Glucagonoma,Glucagonoma Trial #19,"Trenton, New Jersey",glucagonoma@trials.org / (800) 555-0419,Recruiting
GLU020,Glucagonoma,Glucagonoma Trial #20,"Visalia, California",glucagonoma@trials.org / (800) 555-0420,Recruiting
PAR001,Paraganglioma,Paraganglioma Trial #1,"Abilene, Texas",paraganglioma@trials.org / (800) 555-0501,Recruiting
PAR002,Paraganglioma,Paraganglioma Trial #2,"Boca Raton, Florida",paraganglioma@trials.org / (800) 555-0502,Recruiting
PAR003,Paraganglioma,Paraganglioma Trial #3,"Casper, Wyoming",paraganglioma@trials.org / (800) 555-0503,Recruiting
PAR004,Paraganglioma,Paraganglioma Trial #4,"Davenport, Iowa",paraganglioma@trials.org / (800) 555-0504,Recruiting
PAR005,Paraganglioma,Paraganglioma Trial #5,"Escondido, California",paraganglioma@trials.org / (800) 555-0505,Recruiting
PAR006,Paraganglioma,Paraganglioma Trial #6,"Fremont, California",paraganglioma@trials.org / (800) 555-0506,Recruiting
PAR007,Paraganglioma,Paraganglioma Trial #7,"Greenville, South Carolina",paraganglioma@trials.org / (800) 555-0507,Recruiting
PAR008,Paraganglioma,Paraganglioma Trial #8,"Hemet, California",paraganglioma@trials.org / (800) 555-0508,Recruiting
PAR009,Paraganglioma,Paraganglioma Trial #9,"Irving, Texas",paraganglioma@trials.org / (800) 555-0509,Recruiting
PAR010,Paraganglioma,Paraganglioma Trial #10,"Jupiter, Florida",paraganglioma@trials.org / (800) 555-0510,Recruiting
PAR011,Paraganglioma,Paraganglioma Trial #11,"Kennewick, Washington",paraganglioma@trials.org / (800) 555-0511,Recruiting
PAR012,Paraganglioma,Paraganglioma Trial #12,"Lubbock, Texas",paraganglioma@trials.org / (800) 555-0512,Recruiting
PAR013,Paraganglioma,Paraganglioma Trial #13,"Marietta, Georgia",paraganglioma@trials.org / (800) 555-0513,Recruiting
PAR014,Paraganglioma,Paraganglioma Trial #14,"New Haven, Connecticut",paraganglioma@trials.org / (800) 555-0514,Recruiting
PAR015,Paraganglioma,Paraganglioma Trial #15,"Oceanside, California",paraganglioma@trials.org / (800) 555-0515,Recruiting
PAR016,Paraganglioma,Paraganglioma Trial #16,"Pasco, Washington",paraganglioma@trials.org / (800) 555-0516,Recruiting
PAR017,Paraganglioma,Paraganglioma Trial #17,"Redlands, California",paraganglioma@trials.org / (800) 555-0517,Recruiting
PAR018,Paraganglioma,Paraganglioma Trial #18,"San Mateo, California",paraganglioma@trials.org / (800) 555-0518,Recruiting
PAR019,Paraganglioma,Paraganglioma Trial #19,"Thornton, Colorado",paraganglioma@trials.org / (800) 555-0519,Recruiting
PAR020,Paraganglioma,Paraganglioma Trial #20,"Ventura, California",paraganglioma@trials.org / (800) 555-0520,Recruiting
